"계정코드별","통화계약구분코드별","항목","단위","2013.01 월","2013.02 월","2013.03 월","2013.04 월","2013.05 월","2013.06 월","2013.07 월","2013.08 월","2013.09 월","2013.10 월","2013.11 월","2013.12 월","2014.01 월","2014.02 월","2014.03 월","2014.04 월","2014.05 월","2014.06 월","2014.07 월","2014.08 월","2014.09 월","2014.10 월","2014.11 월","2014.12 월","2015.01 월","2015.02 월","2015.03 월","2015.04 월","2015.05 월","2015.06 월","2015.07 월","2015.08 월","2015.09 월","2015.10 월","2015.11 월","2015.12 월","2016.01 월","2016.02 월","2016.03 월","2016.04 월","2016.05 월","2016.06 월","2016.07 월","2016.08 월","2016.09 월","2016.10 월","2016.11 월","2016.12 월","2017.01 월","2017.02 월","2017.03 월","2017.04 월","2017.05 월","2017.06 월","2017.07 월","2017.08 월","2017.09 월","2017.10 월","2017.11 월","2017.12 월","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월",
"축산물","계약통화기준","수입물가지수(기본분류)","2015=100","99.17","98.35","98.59","99.37","99.47","97.86","98.47","98.83","99.8","100.56","101.94","101.72","104.71","104.6","108.99","112.01","113.74","114.18","115.92","118.06","116.94","116.1","115.45","113.56","111.42","106.77","105.42","102.11","100.66","97.8","95.62","96.98","97.27","96.23","95.14","94.56","92.59","92.85","92.41","93.55","96.17","98.41","98.13","100.67","103.49","104.4","102.69","101.31","99.91","98.86","100.18","99.28","100.1","99.59","98.3","96.88","96.56","98.66","98.09","98.4","99.95","100.98","99.91","98.89","99.36","99.34","98.5","97.67","97.67","98.22","97.78","96.41",
"축산물","달러기준","수입물가지수(기본분류)","2015=100","99.17","98.35","98.59","99.37","99.47","97.86","98.47","98.83","99.8","100.56","101.94","101.72","104.71","104.6","108.99","112.01","113.74","114.18","115.92","118.06","116.94","116.1","115.45","113.56","111.42","106.77","105.42","102.11","100.66","97.8","95.62","96.98","97.27","96.23","95.14","94.56","92.59","92.85","92.41","93.55","96.17","98.41","98.13","100.67","103.49","104.4","102.69","101.31","99.91","98.86","100.18","99.28","100.1","99.59","98.3","96.88","96.56","98.66","98.09","98.4","99.95","100.98","99.91","98.89","99.36","99.34","98.5","97.67","97.67","98.22","97.78","96.41",
"냉동건조수산물","원화기준","수입물가지수(기본분류)","2015=100","81.87","83.51","86.49","88.78","87.74","89.36","91.85","91.61","89.38","89.06","89.06","88.55","89.56","90.11","95.36","99.61","98.68","98.6","98.18","98.03","100.01","100.76","99.09","99.92","100.85","101.71","102.09","101.16","99.36","101.81","101.38","102.66","101.12","97.92","93.19","96.74","102.81","103.67","97.75","97.16","102.52","104.65","101.4","97.25","99.12","100.59","104.99","110.08","110.65","107.44","107.09","105.98","104.08","102.91","101.35","99.16","99.81","99.99","97.66","96.53","94.83","97.19","96.5","96.84","99.98","104.89","106.4","106.76","101.95","104.18","102.16","100.78",
"냉동건조수산물","계약통화기준","수입물가지수(기본분류)","2015=100","86.81","86.81","88.64","89.4","89.24","88.92","92.04","92.65","92.85","94.31","94.66","94.66","95.02","95.02","100.59","107.71","108.75","109.26","108.74","107.99","109.33","107.35","102.21","102.21","104.63","104.61","103.65","104.96","102.86","103.4","100.18","98.36","96.42","96.35","91.37","93.22","96.64","96.2","92.93","95.65","98.85","100.99","100.11","98.82","101.1","100.97","102.09","105.17","105.47","106.02","106.61","105.7","104.48","102.86","100.91","99.05","99.64","99.82","99.82","100.42","100.42","101.69","101.69","102.44","104.91","108.4","107.02","107.55","102.76","104.06","102.24","101.36",
"냉동건조수산물","달러기준","수입물가지수(기본분류)","2015=100","86.81","86.81","88.64","89.4","89.24","88.92","92.04","92.65","92.85","94.31","94.66","94.66","95.02","95.02","100.59","107.71","108.75","109.26","108.74","107.99","109.33","107.35","102.21","102.21","104.63","104.61","103.65","104.96","102.86","103.4","100.18","98.36","96.42","96.35","91.37","93.22","96.64","96.2","92.93","95.65","98.85","100.99","100.11","98.82","101.1","100.97","102.09","105.17","105.47","106.02","106.61","105.7","104.48","102.86","100.91","99.05","99.64","99.82","99.82","100.42","100.42","101.69","101.69","102.44","104.91","108.4","107.02","107.55","102.76","104.06","102.24","101.36",
"유연탄","원화기준","수입물가지수(기본분류)","2015=100","142.42","142.89","145.42","150.33","151.19","152.55","142.65","139.36","138.96","133.62","133.89","132.29","131.01","131.33","129.1","121.35","117.28","116.63","115.49","114.31","114.78","118.08","119.95","116.58","113.6","108.09","110.35","104.64","102.87","104.84","98.17","93.54","93.8","89.62","89.86","90.63","87.91","88.79","86.43","81.07","85.94","85.44","85.03","80.3","81.55","111.53","130.21","147.99","166.79","165.47","165.66","161.8","163.49","156.18","139.32","136.35","131.62","133.5","135.25","140.45","149.62","153.91","147.99","144.23","145.07","154.86","149.79","145.76","150.84","153.53","156.6","156.71",
"유연탄","계약통화기준","수입물가지수(기본분류)","2015=100","150.76","148.28","148.78","151.11","153.5","151.53","142.71","140.7","144.11","141.24","142.06","141.17","138.75","138.22","135.94","131.01","129.02","129.02","127.69","125.72","125.25","125.57","123.51","119.02","117.63","110.95","111.83","108.37","106.29","106.29","96.81","89.43","89.26","88.01","87.95","87.17","82.48","82.24","82.02","79.67","82.72","82.31","83.8","81.45","83.03","111.76","126.39","141.14","158.69","162.96","164.6","161.06","163.81","155.83","138.47","135.96","131.15","133.04","138.01","145.86","158.16","160.75","155.69","152.32","151.99","159.8","150.45","146.62","151.8","153.11","156.48","157.38",
"유연탄","달러기준","수입물가지수(기본분류)","2015=100","150.76","148.28","148.78","151.11","153.5","151.53","142.71","140.7","144.11","141.24","142.06","141.17","138.75","138.22","135.94","131.01","129.02","129.02","127.69","125.72","125.25","125.57","123.51","119.02","117.63","110.95","111.83","108.37","106.29","106.29","96.81","89.43","89.26","88.01","87.95","87.17","82.48","82.24","82.02","79.67","82.72","82.31","83.8","81.45","83.03","111.76","126.39","141.14","158.69","162.96","164.6","161.06","163.81","155.83","138.47","135.96","131.15","133.04","138.01","145.86","158.16","160.75","155.69","152.32","151.99","159.8","150.45","146.62","151.8","153.11","156.48","157.38",
"천연가스(LNG)","원화기준","수입물가지수(기본분류)","2015=100","143.53","148.57","151.36","151.01","148.94","153.48","150.76","155.63","149.24","145.11","145.39","148.25","153.14","155.54","155.25","152.1","147.2","145.71","144.9","144.32","145.02","149.26","150.58","148.09","136.65","124.93","123.43","99.31","85.85","86.63","87.49","91.74","93.9","92.44","91.69","85.95","81.97","80.37","73.82","64.39","57.76","56.47","57.95","60.62","65.6","71.74","73.98","74.92","75.53","77.02","75.4","80.67","83.04","85.9","84.44","84.1","82.35","78.95","76.55","77.3","78.82","84.06","89.14","92.16","96.63","97.94","100.58","104.64","111.03","114.13","115.61","114.81",
"천연가스(LNG)","계약통화기준","수입물가지수(기본분류)","2015=100","151.82","154.08","154.76","151.69","151.11","152.35","150.72","157.01","154.67","153.28","154.15","158.1","162.09","163.62","163.38","164.1","161.82","161.08","160.11","158.61","158.17","158.64","154.96","151.1","141.41","128.15","125","102.78","88.63","87.76","86.25","87.67","89.31","90.72","89.69","82.62","76.86","74.39","70","63.23","55.55","54.36","57.07","61.45","66.74","71.84","71.76","71.41","71.82","75.8","74.88","80.26","83.16","85.66","83.88","83.81","82.01","78.61","78.06","80.24","83.27","87.76","93.73","97.29","101.17","101.01","100.97","105.19","111.67","113.75","115.46","115.23",
"천연가스(LNG)","달러기준","수입물가지수(기본분류)","2015=100","151.82","154.08","154.76","151.69","151.11","152.35","150.72","157.01","154.67","153.28","154.15","158.1","162.09","163.62","163.38","164.1","161.82","161.08","160.11","158.61","158.17","158.64","154.96","151.1","141.41","128.15","125","102.78","88.63","87.76","86.25","87.67","89.31","90.72","89.69","82.62","76.86","74.39","70","63.23","55.55","54.36","57.07","61.45","66.74","71.84","71.76","71.41","71.82","75.8","74.88","80.26","83.16","85.66","83.88","83.81","82.01","78.61","78.06","80.24","83.27","87.76","93.73","97.29","101.17","101.01","100.97","105.19","111.67","113.75","115.46","115.23",
"원유및천연가스","원화기준","수입물가지수(기본분류)","2015=100","185.55","194.26","189.32","186.31","182.48","186.59","189.62","194.75","190.53","183.69","182.64","185.26","182.63","185.46","184.48","180.49","177.86","179.73","177.24","172.31","166.5","157.63","148.19","124.57","100.08","111.62","110.81","107.05","111.18","109.96","104.91","96.65","94.54","92.07","85.84","75.31","63.52","66.58","72.92","73.69","80.47","82.97","76.61","77.21","78.02","88.55","84.16","97.41","100.16","98.87","93.24","96.13","94.11","89.26","90.65","94.05","98.44","100.12","104.85","104.68","109.8","107.41","108.1","116.06","126.36","127.12","129.91","129.87","138.19","143.09","123.33","110.86",
"원유및천연가스","계약통화기준","수입물가지수(기본분류)","2015=100","196.33","201.51","193.62","187.19","185.2","185.27","189.62","196.52","197.51","194.1","193.69","197.61","193.33","195.14","194.17","194.75","195.58","198.71","195.85","189.4","181.63","167.57","152.53","127.14","103.59","114.53","112.25","110.83","114.83","111.43","103.43","92.4","89.93","90.38","83.99","72.41","59.58","61.64","69.17","72.38","77.43","79.9","75.48","78.29","79.4","88.69","81.66","92.87","95.26","97.34","92.61","95.66","94.27","89.03","90.07","93.75","98.06","99.73","106.96","108.67","116.03","112.15","113.67","122.51","132.32","131.13","130.4","130.57","139","142.63","123.17","111.28",
"원유및천연가스","달러기준","수입물가지수(기본분류)","2015=100","196.33","201.51","193.62","187.19","185.2","185.27","189.62","196.52","197.51","194.1","193.69","197.61","193.33","195.14","194.17","194.75","195.58","198.71","195.85","189.4","181.63","167.57","152.53","127.14","103.59","114.53","112.25","110.83","114.83","111.43","103.43","92.4","89.93","90.38","83.99","72.41","59.58","61.64","69.17","72.38","77.43","79.9","75.48","78.29","79.4","88.69","81.66","92.87","95.26","97.34","92.61","95.66","94.27","89.03","90.07","93.75","98.06","99.73","106.96","108.67","116.03","112.15","113.67","122.51","132.32","131.13","130.4","130.57","139","142.63","123.17","111.28",
"기타비철금속광석","원화기준","수입물가지수(기본분류)","2015=100","128.81","133.11","126.82","121.95","120.71","121.46","118.21","121.98","118.25","115.73","113.82","115.89","118.58","117.74","112.54","111.35","113.16","112.73","117.85","118.1","115.75","115.24","118.32","113.59","105.14","103.54","104.95","109.08","112.3","104.26","100.89","97.14","97.09","93.6","85.94","86.06","85.68","91.92","101.73","98.8","100.94","101.69","102.83","103.92","106.12","114.96","135.08","143.23","140.99","137.72","128.33","128.58","126.53","126.8","134.98","147.39","152.24","158.12","152.77","150.83","157.42","160.57","153.29","150.85","148.43","155.6","141.4","135.57","133.79","139.97","137.95","137.26",
"기타비철금속광석","계약통화기준","수입물가지수(기본분류)","2015=100","136.35","138.13","129.75","122.58","122.56","120.65","118.26","123.14","122.63","122.33","120.77","123.68","125.59","123.94","118.51","120.22","124.49","124.72","130.31","129.89","126.33","122.57","121.84","115.99","108.9","106.3","106.37","112.99","116.04","105.71","99.52","92.91","92.42","91.93","84.13","82.79","80.4","85.15","96.55","97.1","97.16","97.97","101.36","105.41","108.06","115.21","131.13","136.62","134.17","135.65","127.53","128.01","126.81","126.55","134.19","146.99","151.72","157.58","155.9","156.66","166.44","167.74","161.28","159.32","155.52","160.58","142.03","136.36","134.63","139.6","137.85","137.85",
"기타비철금속광석","달러기준","수입물가지수(기본분류)","2015=100","136.35","138.13","129.75","122.58","122.56","120.65","118.26","123.14","122.63","122.33","120.77","123.68","125.59","123.94","118.51","120.22","124.49","124.72","130.31","129.89","126.33","122.57","121.84","115.99","108.9","106.3","106.37","112.99","116.04","105.71","99.52","92.91","92.42","91.93","84.13","82.79","80.4","85.15","96.55","97.1","97.16","97.97","101.36","105.41","108.06","115.21","131.13","136.62","134.17","135.65","127.53","128.01","126.81","126.55","134.19","146.99","151.72","157.58","155.9","156.66","166.44","167.74","161.28","159.32","155.52","160.58","142.03","136.36","134.63","139.6","137.85","137.85",
"비금속광물","원화기준","수입물가지수(기본분류)","2015=100","106.3","108.43","104.75","106.61","105.55","107.88","101.77","100.84","98.17","86.17","85.85","85.36","85.34","85.89","85.86","83.75","83.95","81.78","81.83","83.15","86.07","90.4","93.37","94.16","96.28","97.12","98.37","96.26","96.49","98.34","101.08","104.26","104.75","101.52","101.86","103.65","104.55","105.92","99.3","91.96","91.33","91.25","89.23","86.71","84.87","86.23","89.04","82.24","82.44","79.64","78.94","78.8","78.4","78.73","75.93","73.82","73.95","74.04","72.45","71.35","70.14","70.96","70.35","71.49","72.22","73.57","75.59","75.8","75.77","76.61","76.45","75.65",
"비금속광물","계약통화기준","수입물가지수(기본분류)","2015=100","112.46","112.46","107.1","107.1","107.1","107.1","101.75","101.75","101.75","91.04","91.04","91.04","91.04","90.68","90.68","90.68","92.64","90.76","90.76","91.73","94.22","96.43","96.43","96.43","100","100","100","100","100","100","100","100","100","100","100","100","98.4","98.4","94.52","90.64","88.16","88.16","88.21","88.21","86.67","86.67","86.68","78.67","78.67","78.67","78.67","78.67","78.78","78.78","75.7","73.83","73.9","73.99","74.15","74.32","74.37","74.33","74.23","75.73","75.88","76.15","76.14","76.47","76.47","76.62","76.62","76.2",
"비금속광물","달러기준","수입물가지수(기본분류)","2015=100","112.85","112.85","107.48","107.48","107.48","107.48","102.11","102.11","102.11","91.36","91.36","91.36","90.65","90.68","90.68","90.68","92.64","90.74","90.74","91.71","94.21","96.43","96.43","96.43","100","100","100","100","100","100","100","100","100","100","100","100","98.4","98.4","94.52","90.64","88.16","88.16","88.21","88.21","86.67","86.67","86.68","78.67","78.67","78.67","78.67","78.67","78.78","78.78","75.7","73.83","73.9","73.99","74.15","74.32","74.37","74.33","74.23","75.73","75.88","76.15","76.14","76.47","76.47","76.62","76.62","76.2",
"금속및비금속광물","원화기준","수입물가지수(기본분류)","2015=100","139.29","142.98","140.18","159.8","158.2","160.7","150.95","152.11","147.81","139.32","138.02","138.65","143.12","144.15","141.27","136.12","135.83","135.06","126.18","126.71","126.08","118.89","122.41","120.31","108.7","108.23","109.67","105.24","107.16","103.46","96.71","95.84","96.02","92.2","88.01","88.77","86.02","89.97","94.13","87.25","88.92","89.3","97.37","96.82","97.77","103.85","116.26","120.86","123.12","119.75","114.34","126.33","124.87","122.46","123.25","129.53","132.15","131.33","127.39","125.57","128.48","130.72","126.45","125.04","127.98","132.6","122.53","119.32","118.34","126.68","125.48","124.82",
"금속및비금속광물","계약통화기준","수입물가지수(기본분류)","2015=100","147.4","148.33","143.38","160.59","160.58","159.58","150.97","153.52","153.25","147.22","146.41","147.93","151.6","151.73","148.75","146.94","149.43","149.41","139.5","139.34","137.59","126.45","126.05","122.85","112.57","111.11","111.15","109.01","110.72","104.9","95.39","91.66","91.39","90.55","86.15","85.4","80.72","83.34","89.34","85.74","85.59","86.03","95.97","98.21","99.55","104.07","112.86","115.28","117.16","117.95","113.63","125.77","125.14","122.21","122.52","129.18","131.7","130.88","130","130.42","135.83","136.55","133.03","132.06","134.08","136.84","123.06","120.01","119.09","126.34","125.39","125.36",
"금속및비금속광물","달러기준","수입물가지수(기본분류)","2015=100","147.43","148.36","143.41","160.63","160.61","159.61","151","153.56","153.29","147.25","146.44","147.96","151.58","151.74","148.76","146.95","149.44","149.42","139.5","139.35","137.59","126.45","126.05","122.85","112.57","111.11","111.15","109.01","110.72","104.9","95.39","91.66","91.39","90.55","86.15","85.4","80.72","83.34","89.34","85.74","85.59","86.03","95.97","98.21","99.55","104.07","112.86","115.28","117.16","117.95","113.63","125.77","125.14","122.21","122.52","129.18","131.7","130.88","130","130.42","135.83","136.55","133.03","132.06","134.08","136.84","123.06","120.01","119.09","126.34","125.39","125.36",
"광산품","원화기준","수입물가지수(기본분류)","2015=100","174.44","181.65","177.76","178.31","175.24","178.86","178.93","182.68","178.83","172","171.06","172.98","171.5","173.81","172.46","167.8","165.36","166.6","163.39","159.64","155.21","147.86","141.42","122.97","102.48","110.68","110.48","106.49","109.72","108.5","103.15","96.35","94.8","91.9","86.63","78.81","69.14","72.1","77.29","76.45","82.39","84.32","80.39","80.37","81.38","93.25","93.36","105.75","109.89","108.29","103.27","106.74","105.13","100.41","100","103.19","106.44","107.88","111.13","111.24","116.48","115.33","114.77","120.37","128.79","130.97","131.37","130.56","137.35","142.44","127.3","117.58",
"광산품","계약통화기준","수입물가지수(기본분류)","2015=100","184.59","188.44","181.82","179.17","177.87","177.61","178.94","184.36","185.41","181.77","181.43","184.53","181.57","182.9","181.55","181.08","181.86","184.22","180.58","175.49","169.33","157.21","145.58","125.52","106.09","113.58","111.94","110.26","113.34","109.97","101.71","92.12","90.19","90.23","84.77","75.79","64.86","66.76","73.33","75.11","79.28","81.21","79.21","81.5","82.84","93.42","90.6","100.84","104.53","106.62","102.59","106.23","105.32","100.17","99.38","102.87","106.04","107.47","113.38","115.5","123.11","120.43","120.71","127.1","134.89","135.11","131.9","131.29","138.17","142.02","127.17","118.05",
"광산품","달러기준","수입물가지수(기본분류)","2015=100","184.6","188.45","181.82","179.17","177.87","177.62","178.95","184.37","185.41","181.77","181.43","184.54","181.57","182.9","181.55","181.08","181.86","184.22","180.58","175.49","169.33","157.21","145.58","125.52","106.09","113.58","111.94","110.26","113.34","109.97","101.71","92.12","90.19","90.23","84.77","75.79","64.86","66.76","73.33","75.11","79.28","81.21","79.21","81.5","82.84","93.42","90.6","100.84","104.53","106.62","102.59","106.23","105.32","100.17","99.38","102.87","106.04","107.47","113.38","115.5","123.11","120.43","120.71","127.1","134.89","135.11","131.9","131.29","138.17","142.02","127.17","118.05",
"수산가공품","원화기준","수입물가지수(기본분류)","2015=100","107.82","109.98","107.69","104.69","103.66","105.47","104.73","103.78","101.02","94.31","93.5","92.73","92.87","91.23","92.35","91.1","89.4","89.25","88.93","90.19","91.45","94.33","96.96","97.78","96.53","97.37","98.63","95.99","96.6","98.44","101.19","104.37","104.61","101.27","101.6","103.39","105.59","106.98","104.41","101.21","103.33","112.17","109.64","106.52","106.13","107.84","111.32","111.41","109.52","105.8","104.87","102.4","100.03","100.45","100.84","100.52","100.6","101.52","101.41","99.64","100.24","101.45","100.73","99.85","101.36","103.26","106.09","113.36","113.31","117.32","117.08","116.49",
"수산가공품","계약통화기준","수입물가지수(기본분류)","2015=100","114.47","114.47","110.51","105.55","105.55","105.07","105.07","105.07","105.07","99.99","99.49","99.24","98.65","96.31","97.53","98.64","98.64","99.01","98.62","99.47","100.09","100.61","100.14","100.14","100.26","100.26","100.26","99.71","100.11","100.11","100.11","100.11","99.86","99.74","99.74","99.74","99.38","99.38","99.38","99.74","99.74","108.37","108.37","108.37","108.37","108.37","108.37","106.57","104.51","104.51","104.51","102.25","100.54","100.54","100.54","100.54","100.54","101.46","103.79","103.79","106.28","106.28","106.28","105.76","106.51","106.86","106.86","114.36","114.36","117.33","117.33","117.33",
"수산가공품","달러기준","수입물가지수(기본분류)","2015=100","114.47","114.47","110.51","105.55","105.55","105.07","105.07","105.07","105.07","99.99","99.49","99.24","98.65","96.31","97.53","98.64","98.64","99.01","98.62","99.47","100.09","100.61","100.14","100.14","100.26","100.26","100.26","99.71","100.11","100.11","100.11","100.11","99.86","99.74","99.74","99.74","99.38","99.38","99.38","99.74","99.74","108.37","108.37","108.37","108.37","108.37","108.37","106.57","104.51","104.51","104.51","102.25","100.54","100.54","100.54","100.54","100.54","101.46","103.79","103.79","106.28","106.28","106.28","105.76","106.51","106.86","106.86","114.36","114.36","117.33","117.33","117.33",
"인삼및건강보조식품","원화기준","수입물가지수(기본분류)","2015=100","94.19","96.08","97.45","99.19","98.2","100.37","99.67","98.77","96.14","94.33","93.98","93.43","94.14","94.72","94.69","92.36","90.63","90.13","90.18","90.67","91.36","93.75","96.83","97.65","96.28","97.12","98.38","96.26","96.49","98.34","101.08","104.26","104.76","101.52","101.86","103.65","106.25","107.64","117.09","113.07","115.45","115.34","112.74","109.54","108.98","110.43","113.35","114.97","115.55","111.76","110.57","110.36","109.66","110.56","111.13","111.27","112.02","111.74","109.07","107.3","96.26","98.06","97.35","97.13","97.54","98.51","99.92","99.13","99.04","99.62","99.35","99.07",
"인삼및건강보조식품","계약통화기준","수입물가지수(기본분류)","2015=100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","111.44","111.44","111.44","111.44","111.44","111.44","111.44","111.44","111.44","111.44","111.44","111.44","111.44","111.44","111.44","111.44","111.44","111.44","111.44","111.44","111.44","111.44","100.94","100.94","100.94","100.94","100.94","100.94","100.94","100.94","100.94","100.94","100.94","100.94",
"인삼및건강보조식품","달러기준","수입물가지수(기본분류)","2015=100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","111.44","111.44","111.44","111.44","111.44","111.44","111.29","110.99","110.36","109.97","110.26","110.39","110.19","110.18","110.2","110.63","110.78","111.28","111.94","111.67","111.61","111.75","102.04","102.72","102.7","102.85","102.46","101.94","100.63","99.98","99.94","99.61","99.55","99.77",
