"계정코드별","통화계약구분코드별","항목","단위","2013.01 월","2013.02 월","2013.03 월","2013.04 월","2013.05 월","2013.06 월","2013.07 월","2013.08 월","2013.09 월","2013.10 월","2013.11 월","2013.12 월","2014.01 월","2014.02 월","2014.03 월","2014.04 월","2014.05 월","2014.06 월","2014.07 월","2014.08 월","2014.09 월","2014.10 월","2014.11 월","2014.12 월","2015.01 월","2015.02 월","2015.03 월","2015.04 월","2015.05 월","2015.06 월","2015.07 월","2015.08 월","2015.09 월","2015.10 월","2015.11 월","2015.12 월","2016.01 월","2016.02 월","2016.03 월","2016.04 월","2016.05 월","2016.06 월","2016.07 월","2016.08 월","2016.09 월","2016.10 월","2016.11 월","2016.12 월","2017.01 월","2017.02 월","2017.03 월","2017.04 월","2017.05 월","2017.06 월","2017.07 월","2017.08 월","2017.09 월","2017.10 월","2017.11 월","2017.12 월","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월",
"기초무기화합물","원화기준","수입물가지수(기본분류)","2015=100","94.95","109.09","97.41","100.08","98.95","101.13","100.41","100.53","96.58","94.36","94.01","93.47","93.39","95.35","95.62","93.27","89.51","89.02","86.81","89.5","88.94","91.17","94.3","96.26","95.96","100.11","102.7","96.44","97.04","98.89","101.66","104.35","102.92","98.97","99.1","101.88","104.04","107.71","105.47","102.02","101.27","100.76","94.52","92.14","91.8","94.89","97.44","98.77","99.72","96.5","96.71","99.07","98.36","99.15","100.23","100.65","100.63","100.91","98.12","95.98","94.7","92.74","94.69","95.67","98.44","99.85","103.19","103.31","103.6","101.78","102.7","104.42",
"기초무기화합물","계약통화기준","수입물가지수(기본분류)","2015=100","100.77","113.5","99.93","100.87","100.72","100.72","100.72","101.76","100.44","100.01","100.01","100.01","99.16","100.62","100.96","100.96","98.73","98.73","96.23","98.69","97.31","97.22","97.36","98.54","99.63","103.04","104.36","100.15","100.53","100.53","100.53","100.06","98.21","97.46","97.26","98.26","97.91","99.44","99.62","99.17","96.49","96.26","92.87","92.73","92.75","94.91","95.07","95.47","96.24","95.95","96.9","99.39","98.18","98.14","98.12","98.21","98.12","98.39","97.99","97.43","97.45","94.09","96.79","98.24","100.81","100.89","101.46","101.87","102.11","99.59","100.85","103.03",
"기초무기화합물","달러기준","수입물가지수(기본분류)","2015=100","100.77","113.5","99.93","100.87","100.72","100.72","100.72","101.76","100.44","100.01","100.01","100.01","99.16","100.62","100.96","100.96","98.73","98.73","96.23","98.69","97.31","97.22","97.36","98.54","99.63","103.04","104.36","100.15","100.53","100.53","100.53","100.06","98.21","97.46","97.26","98.26","97.89","100.04","100.36","100.52","97.74","97.33","93.4","93.71","93.72","95.34","94.84","94.45","95.22","95.3","96.36","98.89","98.83","99.2","99.91","100.64","100.55","100.82","100.39","99.94","100.38","97.11","99.88","101.31","103.39","103.29","103.91","104.18","104.52","101.75","102.89","105.13",
"기초화학물질","원화기준","수입물가지수(기본분류)","2015=100","131.35","137.11","133","132.13","130","130.53","127.98","129.65","128.49","127.23","127.38","128.34","129.76","129.36","126.76","123.37","120.26","122.74","125.39","126.39","124.3","121.98","117.48","107.56","98.77","99.21","102.03","100.4","101.95","104.19","104.85","104.06","100.11","95.34","94.44","94.67","94.58","96.74","96.93","95.2","96.18","95.67","93.1","90.43","90.48","95.05","98.82","104.8","113.1","111.78","107.04","102.89","98.85","98.45","99.95","101.33","106.04","107.23","104.83","107.32","107.85","108.73","107.78","107.27","110.93","110.97","112.76","114.86","115.93","114.77","109.98","105.72",
"기초화학물질","계약통화기준","수입물가지수(기본분류)","2015=100","139.27","142.52","136.3","133.04","132.21","129.89","128.25","131.12","133.49","134.72","135.39","137.2","137.67","136.4","133.71","133.42","132.54","136.02","138.88","139.24","135.89","129.95","121.18","110.03","102.47","102.03","103.59","104.17","105.53","105.82","103.6","99.69","95.45","93.8","92.61","91.23","88.92","89.62","91.97","93.36","92.42","92.05","91.78","91.63","92.04","95.31","96.16","100.41","108.12","110.49","106.71","102.74","99.06","98.12","99.06","100.59","105.23","106.42","106.55","111.03","113.48","113.01","112.83","112.74","115.77","114.11","112.85","115.15","116.25","114.09","109.59","105.88",
"기초화학물질","달러기준","수입물가지수(기본분류)","2015=100","139.27","142.52","136.3","133.04","132.21","129.89","128.25","131.12","133.49","134.72","135.39","137.2","137.67","136.4","133.71","133.42","132.54","136.02","138.88","139.24","135.89","129.95","121.18","110.03","102.47","102.03","103.59","104.17","105.53","105.82","103.6","99.69","95.45","93.8","92.61","91.23","88.91","89.77","92.16","93.72","92.75","92.33","91.92","91.89","92.29","95.42","96.1","100.14","107.84","110.3","106.56","102.62","99.24","98.42","99.54","101.24","105.86","107.05","107.17","111.66","114.22","113.77","113.6","113.49","116.42","114.71","113.46","115.74","116.86","114.65","110.09","106.36",
"합성수지","원화기준","수입물가지수(기본분류)","2015=100","104.71","108.79","110.08","108.21","106.63","109.64","106.76","106.06","103.01","101.11","100.4","99.21","99.53","100.31","99.89","98.34","96.2","95.44","95.41","96.35","96.48","98.85","101.03","100.9","97.96","98.24","99.54","97.2","97.92","99.99","102.23","103.92","103.94","99.47","99.01","100.59","102.08","103.56","101.82","99.66","101.89","101.95","99.85","97.72","97.74","99.27","101.95","104.83","107.02","104.73","105.46","103.09","101.61","100.17","100.97","102.08","102.75","104.64","103.3","101.27","99.76","101.93","103.02","102.44","102.44","104.52","106.71","104.24","101.91","101.77","98.71","97.1",
"합성수지","계약통화기준","수입물가지수(기본분류)","2015=100","108.02","110.46","110.36","106.88","106.66","106.99","105.14","105.25","105.15","105.07","104.91","104.6","104.22","104.2","103.81","104.81","104.41","104.17","104.06","104.64","104.37","104.24","103.82","103.07","101.34","100.79","101.06","100.74","101.39","101.98","101.39","99.91","99.09","97.83","97.36","97.12","95.63","95.3","95.73","96.56","96.56","96.17","96.1","96.34","96.83","97.13","97.33","99.53","101.26","102.3","103.89","101.31","100.78","98.76","99.4","100.45","101.11","103.13","104.19","103.9","104.09","104.94","106.73","106.6","105.85","106.41","105.82","103.51","101.27","100.27","97.49","96.33",
"합성수지","달러기준","수입물가지수(기본분류)","2015=100","111.11","113.18","112.9","109.04","108.53","109.18","107.07","107.34","107.1","107.14","106.79","106.14","105.69","105.85","105.45","106.44","106.1","105.83","105.75","106.22","105.56","105.39","104.29","103.29","101.7","101.11","101.14","100.93","101.43","101.63","101.09","99.64","99.19","97.95","97.17","97.01","96.04","96.16","96.88","98.19","98.32","98.46","98.66","99.38","99.77","99.74","99.21","100.24","102.09","103.41","105.06","102.88","102.08","100.22","100.64","102.06","102.65","104.54","105.68","105.44","105.72","106.73","108.65","108.46","107.59","108.13","107.43","105.1","102.8","101.73","98.88","97.75",
"합성수지및합성고무","원화기준","수입물가지수(기본분류)","2015=100","109.13","113.03","114.51","113.5","111.55","113.97","110.61","109.45","106.16","103.99","103.27","102.14","102.47","103.22","102.65","100.61","98.28","97.52","97.45","98.37","98.61","100.93","102.9","102.47","99.11","98.69","99.46","97.26","97.85","100.06","102.41","104.12","103.62","99.05","98.6","99.78","101.01","102.31","100.37","98.31","100.9","101.04","98.81","96.76","96.75","98.53","101.54","104.42","106.71","105.32","106.1","103.68","101.56","99.85","100.14","101.01","101.56","103.22","101.76","99.91","98.41","100.65","101.69","101.28","101.42","103.9","106.34","103.99","102.11","102.08","98.98","97.2",
"합성수지및합성고무","계약통화기준","수입물가지수(기본분류)","2015=100","112.96","115.09","115.1","112.34","111.78","111.47","109.15","108.86","108.58","108.31","108.12","107.85","107.45","107.4","106.86","107.4","106.84","106.63","106.46","107","106.8","106.56","105.78","104.68","102.56","101.27","100.97","100.81","101.31","102.01","101.53","100.07","98.78","97.42","96.94","96.32","94.66","94.22","94.46","95.4","95.78","95.52","95.33","95.66","96.11","96.65","97.11","99.21","101.05","102.99","104.62","102.04","100.84","98.57","98.69","99.53","100.07","101.85","102.76","102.63","102.81","103.78","105.51","105.54","104.94","105.92","105.6","103.39","101.6","100.7","97.87","96.54",
"합성수지및합성고무","달러기준","수입물가지수(기본분류)","2015=100","115.79","117.58","117.44","114.36","113.53","113.49","110.92","110.76","110.36","110.18","109.83","109.26","108.8","108.91","108.35","108.88","108.37","108.14","108","108.44","107.88","107.6","106.21","104.89","102.89","101.56","101.05","100.98","101.35","101.69","101.27","99.82","98.87","97.52","96.76","96.22","95.02","94.99","95.5","96.85","97.36","97.58","97.62","98.4","98.75","98.99","98.81","99.84","101.79","103.99","105.69","103.46","102.02","99.88","99.8","100.98","101.45","103.11","104.1","104.02","104.29","105.39","107.24","107.22","106.51","107.47","107.06","104.84","103","102.04","99.14","97.84",
"화학섬유","원화기준","수입물가지수(기본분류)","2015=100","106.21","108.33","109.71","111.67","110.92","113.37","110.33","107.83","104.83","101.19","100.53","99.95","100.05","99.66","100.43","97.71","95.24","94.62","94.68","94.86","95.44","96.82","99.32","100.15","97.11","97.95","99.22","96.55","96.79","98.41","101.15","104.09","104.1","100.88","101.08","102.68","106.24","107.62","105.05","101.93","104.06","104.04","101.36","99.1","100.3","101.92","105.04","106.91","107.21","104","104.22","103.46","102.78","103.21","103.61","102.36","102.35","102.35","98.73","96.82","95.5","96.66","99.17","98.51","99.31","101.91","104.97","104.82","104.77","106.41","106.37","104.85",
"화학섬유","계약통화기준","수입물가지수(기본분류)","2015=100","112.72","112.72","112.55","112.55","112.92","112.92","110.67","109.16","109.01","107.25","106.96","106.96","106.25","105.19","106.05","105.77","105.08","104.97","104.97","104.61","104.46","103.26","102.55","102.55","100.84","100.84","100.84","100.29","100.29","100.05","100.05","99.82","99.35","99.35","99.23","99.05","99.97","99.97","99.97","100.44","100.44","100.51","100.18","100.81","102.41","102.41","102.24","102.24","102.3","102.71","103.85","103.28","103.28","103.28","103.28","102.37","102.28","102.28","101.02","100.83","101.23","101.23","104.62","104.33","104.33","105.45","105.72","105.72","105.72","106.41","106.58","105.58",
"화학섬유","달러기준","수입물가지수(기본분류)","2015=100","112.72","112.72","112.55","112.55","112.92","112.92","110.67","109.16","109.01","107.25","106.96","106.96","106.25","105.19","106.05","105.77","105.08","104.97","104.97","104.61","104.46","103.26","102.55","102.55","100.84","100.84","100.84","100.29","100.29","100.05","100.05","99.82","99.35","99.35","99.23","99.05","99.97","99.97","99.97","100.44","100.44","100.51","100.18","100.81","102.41","102.41","102.24","102.24","102.3","102.71","103.85","103.28","103.28","103.28","103.28","102.37","102.28","102.28","101.02","100.83","101.23","101.23","104.62","104.33","104.33","105.45","105.72","105.72","105.72","106.41","106.58","105.58",
"화학섬유","원화기준","수입물가지수(기본분류)","2015=100","106.21","108.33","109.71","111.67","110.92","113.37","110.33","107.83","104.83","101.19","100.53","99.95","100.05","99.66","100.43","97.71","95.24","94.62","94.68","94.86","95.44","96.82","99.32","100.15","97.11","97.95","99.22","96.55","96.79","98.41","101.15","104.09","104.1","100.88","101.08","102.68","106.24","107.62","105.05","101.93","104.06","104.04","101.36","99.1","100.3","101.92","105.04","106.91","107.21","104","104.22","103.46","102.78","103.21","103.61","102.36","102.35","102.35","98.73","96.82","95.5","96.66","99.17","98.51","99.31","101.91","104.97","104.82","104.77","106.41","106.37","104.85",
"화학섬유","계약통화기준","수입물가지수(기본분류)","2015=100","112.72","112.72","112.55","112.55","112.92","112.92","110.67","109.16","109.01","107.25","106.96","106.96","106.25","105.19","106.05","105.77","105.08","104.97","104.97","104.61","104.46","103.26","102.55","102.55","100.84","100.84","100.84","100.29","100.29","100.05","100.05","99.82","99.35","99.35","99.23","99.05","99.97","99.97","99.97","100.44","100.44","100.51","100.18","100.81","102.41","102.41","102.24","102.24","102.3","102.71","103.85","103.28","103.28","103.28","103.28","102.37","102.28","102.28","101.02","100.83","101.23","101.23","104.62","104.33","104.33","105.45","105.72","105.72","105.72","106.41","106.58","105.58",
"화학섬유","달러기준","수입물가지수(기본분류)","2015=100","112.72","112.72","112.55","112.55","112.92","112.92","110.67","109.16","109.01","107.25","106.96","106.96","106.25","105.19","106.05","105.77","105.08","104.97","104.97","104.61","104.46","103.26","102.55","102.55","100.84","100.84","100.84","100.29","100.29","100.05","100.05","99.82","99.35","99.35","99.23","99.05","99.97","99.97","99.97","100.44","100.44","100.51","100.18","100.81","102.41","102.41","102.24","102.24","102.3","102.71","103.85","103.28","103.28","103.28","103.28","102.37","102.28","102.28","101.02","100.83","101.23","101.23","104.62","104.33","104.33","105.45","105.72","105.72","105.72","106.41","106.58","105.58",
"의약품","원화기준","수입물가지수(기본분류)","2015=100","107.64","107.94","107.83","108.36","106.99","109.43","108.31","108.5","106.53","106.1","105.24","104.41","103.04","103.85","103.94","102.49","101.58","102.39","101.99","101.9","101.19","102.44","102.58","102.39","98.84","99.11","99.17","98.23","98.39","98.8","100.09","101.78","102.61","101.03","100.44","101.53","101.91","103.45","102.87","102.29","103.16","103.55","102.76","102.18","101.97","102.11","102.55","102.08","102.36","98.58","99.39","99.63","99.68","100.19","100.64","101.07","101.17","100.86","99.95","99.43","103.66","105.11","105.06","104.56","104.18","105.37","106.79","106.63","107.2","107.37","107.04","106.81",
"의약품","계약통화기준","수입물가지수(기본분류)","2015=100","103.26","103.26","103.26","103.26","103.26","103.26","103.26","103.26","103.26","103.26","103.26","103.26","101.72","101.72","101.72","101.72","101.72","102.99","102.52","102.52","102.52","102.52","102.52","102.52","100","100","100","100","100","100","100","100","100","100","100","100","98.49","98.49","98.49","98.49","98.49","98.49","98.65","98.65","98.65","98.65","98.65","98.65","98.65","95.98","97.03","97.03","97.03","97.03","97.03","97.03","97.03","97.03","97.03","97.03","101.43","101.7","101.7","101.68","101.68","102.26","102.43","102.43","103.01","103.01","103.01","102.9",
"의약품","달러기준","수입물가지수(기본분류)","2015=100","114.21","112.29","110.6","109.19","108.89","108.97","108.63","109.81","110.75","112.43","111.93","111.7","109.39","109.58","109.71","110.92","112.03","113.54","113.04","112.34","110.7","109.22","105.9","104.8","102.6","101.99","100.76","101.99","101.91","100.41","98.97","97.56","97.89","99.46","98.56","97.9","95.87","96.04","97.86","100.75","99.53","99.98","101.51","103.88","104.07","102.57","99.77","97.59","97.62","97.31","99","99.41","100.13","100.21","100.52","101.02","101.05","100.74","102.23","103.5","109.82","110.04","110.78","110.68","109.39","108.98","107.5","107.5","108.12","107.31","107.19","107.51",
"의약품","원화기준","수입물가지수(기본분류)","2015=100","107.64","107.94","107.83","108.36","106.99","109.43","108.31","108.5","106.53","106.1","105.24","104.41","103.04","103.85","103.94","102.49","101.58","102.39","101.99","101.9","101.19","102.44","102.58","102.39","98.84","99.11","99.17","98.23","98.39","98.8","100.09","101.78","102.61","101.03","100.44","101.53","101.91","103.45","102.87","102.29","103.16","103.55","102.76","102.18","101.97","102.11","102.55","102.08","102.36","98.58","99.39","99.63","99.68","100.19","100.64","101.07","101.17","100.86","99.95","99.43","103.66","105.11","105.06","104.56","104.18","105.37","106.79","106.63","107.2","107.37","107.04","106.81",
"의약품","계약통화기준","수입물가지수(기본분류)","2015=100","103.26","103.26","103.26","103.26","103.26","103.26","103.26","103.26","103.26","103.26","103.26","103.26","101.72","101.72","101.72","101.72","101.72","102.99","102.52","102.52","102.52","102.52","102.52","102.52","100","100","100","100","100","100","100","100","100","100","100","100","98.49","98.49","98.49","98.49","98.49","98.49","98.65","98.65","98.65","98.65","98.65","98.65","98.65","95.98","97.03","97.03","97.03","97.03","97.03","97.03","97.03","97.03","97.03","97.03","101.43","101.7","101.7","101.68","101.68","102.26","102.43","102.43","103.01","103.01","103.01","102.9",
"의약품","달러기준","수입물가지수(기본분류)","2015=100","114.21","112.29","110.6","109.19","108.89","108.97","108.63","109.81","110.75","112.43","111.93","111.7","109.39","109.58","109.71","110.92","112.03","113.54","113.04","112.34","110.7","109.22","105.9","104.8","102.6","101.99","100.76","101.99","101.91","100.41","98.97","97.56","97.89","99.46","98.56","97.9","95.87","96.04","97.86","100.75","99.53","99.98","101.51","103.88","104.07","102.57","99.77","97.59","97.62","97.31","99","99.41","100.13","100.21","100.52","101.02","101.05","100.74","102.23","103.5","109.82","110.04","110.78","110.68","109.39","108.98","107.5","107.5","108.12","107.31","107.19","107.51",
"비료및질소화합물","원화기준","수입물가지수(기본분류)","2015=100","117.55","119.46","115.55","124.75","122.17","121.7","116.63","110.1","106.25","104.33","104.37","99.55","97.25","100.13","98.43","93.9","90.88","89.08","90.5","100.03","104.82","111.47","116.35","114.44","108.13","105.81","98.19","91.2","91.85","92.87","95.87","98.92","106.06","104.93","103.04","103.15","93.1","92.85","90.32","86.42","83.64","77.24","74.14","70.16","68.47","67.44","70.57","75.94","78.72","77.19","77.7","79.77","78.35","74.35","68.74","66.68","71.5","76.11","76.66","80.32","79.38","81.46","77.4","75.57","77.95","80.75","84.08","87.93","90.34","96.01","95.5","92.4",
"비료및질소화합물","계약통화기준","수입물가지수(기본분류)","2015=100","124.76","124.3","118.53","125.73","124.36","121.22","116.98","111.45","110.47","110.58","111.03","106.52","103.27","105.68","103.92","101.65","100.24","98.8","100.32","110.31","114.7","118.87","120.13","117.15","112.27","108.91","99.78","94.71","95.16","94.4","94.81","94.84","101.21","103.32","101.13","99.48","87.59","86.22","85.94","85.15","80.71","74.6","73.26","71.35","69.9","67.75","68.68","72.62","75.1","76.22","77.41","79.62","78.72","74.39","68.51","66.67","71.44","76.05","78.44","83.64","84.14","85.31","81.65","80.02","81.88","83.54","84.66","88.68","91.16","95.99","95.68","93.04",
"비료및질소화합물","달러기준","수입물가지수(기본분류)","2015=100","124.76","124.3","118.53","125.73","124.36","121.22","116.98","111.45","110.47","110.58","111.03","106.52","103.27","105.68","103.92","101.65","100.24","98.8","100.32","110.31","114.7","118.87","120.13","117.15","112.27","108.91","99.78","94.71","95.16","94.4","94.81","94.84","101.21","103.32","101.13","99.48","87.59","86.22","85.94","85.15","80.71","74.6","73.26","71.35","69.9","67.75","68.68","72.62","75.1","76.22","77.41","79.62","78.72","74.39","68.51","66.67","71.44","76.05","78.44","83.64","84.14","85.31","81.65","80.02","81.88","83.54","84.66","88.68","91.16","95.99","95.68","93.04",
"비료및농약","원화기준","수입물가지수(기본분류)","2015=100","117.55","119.46","115.55","124.75","122.17","121.7","116.63","110.1","106.25","104.33","104.37","99.55","97.25","100.13","98.43","93.9","90.88","89.08","90.5","100.03","104.82","111.47","116.35","114.44","108.13","105.81","98.19","91.2","91.85","92.87","95.87","98.92","106.06","104.93","103.04","103.15","93.1","92.85","90.32","86.42","83.64","77.24","74.14","70.16","68.47","67.44","70.57","75.94","78.72","77.19","77.7","79.77","78.35","74.35","68.74","66.68","71.5","76.11","76.66","80.32","79.38","81.46","77.4","75.57","77.95","80.75","84.08","87.93","90.34","96.01","95.5","92.4",
"비료및농약","계약통화기준","수입물가지수(기본분류)","2015=100","124.76","124.3","118.53","125.73","124.36","121.22","116.98","111.45","110.47","110.58","111.03","106.52","103.27","105.68","103.92","101.65","100.24","98.8","100.32","110.31","114.7","118.87","120.13","117.15","112.27","108.91","99.78","94.71","95.16","94.4","94.81","94.84","101.21","103.32","101.13","99.48","87.59","86.22","85.94","85.15","80.71","74.6","73.26","71.35","69.9","67.75","68.68","72.62","75.1","76.22","77.41","79.62","78.72","74.39","68.51","66.67","71.44","76.05","78.44","83.64","84.14","85.31","81.65","80.02","81.88","83.54","84.66","88.68","91.16","95.99","95.68","93.04",
"비료및농약","달러기준","수입물가지수(기본분류)","2015=100","124.76","124.3","118.53","125.73","124.36","121.22","116.98","111.45","110.47","110.58","111.03","106.52","103.27","105.68","103.92","101.65","100.24","98.8","100.32","110.31","114.7","118.87","120.13","117.15","112.27","108.91","99.78","94.71","95.16","94.4","94.81","94.84","101.21","103.32","101.13","99.48","87.59","86.22","85.94","85.15","80.71","74.6","73.26","71.35","69.9","67.75","68.68","72.62","75.1","76.22","77.41","79.62","78.72","74.39","68.51","66.67","71.44","76.05","78.44","83.64","84.14","85.31","81.65","80.02","81.88","83.54","84.66","88.68","91.16","95.99","95.68","93.04",
"도료","원화기준","수입물가지수(기본분류)","2015=100","119.57","118.81","118.41","118.58","115.06","120.56","117.83","118.54","114.35","113.67","111.63","107.91","108.21","110.15","110.31","108.03","106.36","105.41","105.63","105.05","102.59","104.57","103","101.93","99.86","98.95","98.73","96.78","97.32","98.27","100.78","102.55","104.21","100.99","99.66","101.91","105.17","108.16","106.35","104.24","106.7","107.81","105.69","104.1","103.48","104","105.18","103.58","104.29","101.56","100.76","101.67","100.89","102.1","102.42","103.61","103.53","103.27","100.78","99.2","103.24","104.76","104.01","103.52","103.54","106.72","109.68","109.28","109.39","109.53","109.06","108.53",
"도료","계약통화기준","수입물가지수(기본분류)","2015=100","102.26","102.26","102.26","102.26","102.26","102.26","102.26","102.26","102.26","102.26","102.26","101.21","101.21","101.21","101.21","101.81","101.81","101.81","101.81","101.81","101.81","101.81","101.81","101.81","101.81","100.59","100.59","100.59","100.59","100.59","100.59","98.94","98.94","98.94","98.94","98.94","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","103.63","103.63","103.63","103.63","103.63","105.47","105.47","105.47","105.47","104.92","104.92","104.92",
"도료","달러기준","수입물가지수(기본분류)","2015=100","126.85","123.59","121.44","119.45","117.09","120.03","118.17","119.98","118.89","120.45","118.73","115.44","114.88","116.23","116.45","116.91","117.31","116.9","117.07","115.81","112.24","111.49","106.33","104.34","103.69","101.85","100.33","100.5","100.82","99.89","99.66","98.31","99.44","99.45","97.81","98.27","98.94","100.41","101.19","102.68","102.96","104.11","104.4","105.86","105.62","104.48","102.33","99.04","99.49","100.27","100.37","101.46","101.34","102.14","102.07","103.58","103.41","103.16","103.1","103.27","109.4","109.68","109.68","109.59","108.73","110.39","110.42","110.18","110.33","109.49","109.24","109.25",
"도료및잉크","원화기준","수입물가지수(기본분류)","2015=100","119.57","118.81","118.41","118.58","115.06","120.56","117.83","118.54","114.35","113.67","111.63","107.91","108.21","110.15","110.31","108.03","106.36","105.41","105.63","105.05","102.59","104.57","103","101.93","99.86","98.95","98.73","96.78","97.32","98.27","100.78","102.55","104.21","100.99","99.66","101.91","105.17","108.16","106.35","104.24","106.7","107.81","105.69","104.1","103.48","104","105.18","103.58","104.29","101.56","100.76","101.67","100.89","102.1","102.42","103.61","103.53","103.27","100.78","99.2","103.24","104.76","104.01","103.52","103.54","106.72","109.68","109.28","109.39","109.53","109.06","108.53",
"도료및잉크","계약통화기준","수입물가지수(기본분류)","2015=100","102.26","102.26","102.26","102.26","102.26","102.26","102.26","102.26","102.26","102.26","102.26","101.21","101.21","101.21","101.21","101.81","101.81","101.81","101.81","101.81","101.81","101.81","101.81","101.81","101.81","100.59","100.59","100.59","100.59","100.59","100.59","98.94","98.94","98.94","98.94","98.94","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","103.63","103.63","103.63","103.63","103.63","105.47","105.47","105.47","105.47","104.92","104.92","104.92",
"도료및잉크","달러기준","수입물가지수(기본분류)","2015=100","126.85","123.59","121.44","119.45","117.09","120.03","118.17","119.98","118.89","120.45","118.73","115.44","114.88","116.23","116.45","116.91","117.31","116.9","117.07","115.81","112.24","111.49","106.33","104.34","103.69","101.85","100.33","100.5","100.82","99.89","99.66","98.31","99.44","99.45","97.81","98.27","98.94","100.41","101.19","102.68","102.96","104.11","104.4","105.86","105.62","104.48","102.33","99.04","99.49","100.27","100.37","101.46","101.34","102.14","102.07","103.58","103.41","103.16","103.1","103.27","109.4","109.68","109.68","109.59","108.73","110.39","110.42","110.18","110.33","109.49","109.24","109.25",
"화장품","원화기준","수입물가지수(기본분류)","2015=100","100.11","101.3","100.47","101.53","100.45","102.34","101.51","101.66","100.23","100.1","99.29","99.53","99.51","99.92","100.43","99.1","97.93","97.28","98.09","98.01","97.74","98.81","100.2","100.38","98.36","98.34","98.11","96.78","97.61","98.73","100.87","103.14","103.73","101.54","100.66","102.13","105.51","106.82","105.43","103.78","104.97","104.77","101.6","100.24","100.02","100.55","101.89","102.31","102.54","100.59","100.16","100.1","100.75","101.4","100.34","100.97","101.25","100.87","99.59","98.97","98.97","99.73","99.46","99.16","98.01","98.1","98.48","98.02","98.27","98.16","97.78","97.66",
"화장품","계약통화기준","수입물가지수(기본분류)","2015=100","100.04","100.04","99.74","99.74","99.34","99.34","99.27","99.16","99.16","99.07","98.9","98.9","98.7","98.7","98.74","98.74","98.74","98.74","99.59","99.59","99.59","99.59","99.59","99.59","99.59","99.59","99.59","99.59","99.59","99.59","100.52","100.43","100.43","100.36","100.36","100.36","102.22","102.22","102.22","102.22","102.22","102.22","100.86","100.86","100.86","100.86","100.86","100.86","100.76","100.76","100.76","100.76","100.76","100.76","98.77","98.77","98.77","98.77","98.77","98.77","98.77","98.56","98.56","98.56","98.56","98.56","97.87","97.87","97.87","97.87","97.87","97.87",
"화장품","달러기준","수입물가지수(기본분류)","2015=100","106.25","105.41","103.07","102.33","102.26","101.93","101.81","102.91","104.23","106.1","105.63","106.49","105.67","105.45","106.03","107.27","108.03","107.89","108.73","108.07","106.95","105.36","103.45","102.77","102.13","101.22","99.69","100.52","101.13","100.37","99.76","98.9","99","99.98","98.79","98.5","99.27","99.21","100.33","102.26","101.3","101.2","100.4","101.95","102.11","101.02","99.18","97.85","97.83","99.34","99.81","99.93","101.24","101.46","100.21","100.97","101.17","100.8","101.91","103.07","104.91","104.46","104.93","105.01","102.96","101.51","99.17","98.86","99.15","98.14","97.97","98.34",
"접착제및젤라틴","원화기준","수입물가지수(기본분류)","2015=100","111.31","110.59","110.96","111.31","109.11","112.04","110.65","110.76","108.24","106.83","105.99","104.54","104.07","104.55","104.49","102.91","101.6","101.14","101.36","101.4","100.49","102.09","101.76","101.44","100.12","100.65","100.91","98.77","98.63","99.05","98.64","100.75","101.89","100.01","99.48","101.11","104.56","106.82","105.7","102.43","105.5","107.78","106.14","105.84","105.67","106.21","107.17","106.43","106.96","104.8","101.92","102.84","101.51","102.35","102.09","102.8","105.12","104.27","102.33","99.85","99.12","101.14","101.55","100.69","100.51","103.16","104.89","104.91","105.44","105.83","105.45","105.05",
"접착제및젤라틴","계약통화기준","수입물가지수(기본분류)","2015=100","103.72","103.7","103.94","104.05","103.79","103.79","103.79","103.87","103.87","103.33","103.48","103.65","102.88","102.28","102.28","102.52","102.25","102.25","102.32","102.39","102.38","102.41","102.39","102.44","101.77","101.77","101.68","100.75","100.75","100.75","98.38","98.38","98.41","99.13","99.13","99.13","99.27","99.24","99.47","98.03","98.99","99.95","99.64","100.57","100.92","100.92","100.92","101.62","101.62","101.62","99.52","99.52","99.52","99.52","99.52","99.52","102.03","102.03","102.03","100.98","100.98","100.98","101.16","101.16","101.16","102.7","102.7","102.7","103.52","103.52","103.52","103.2",
"접착제및젤라틴","달러기준","수입물가지수(기본분류)","2015=100","118.06","115","113.75","112.11","111.01","111.53","110.92","112.05","112.49","113.17","112.68","111.8","110.45","110.27","110.25","111.33","112.02","112.13","112.31","111.74","109.89","108.8","105.01","103.8","103.92","103.54","102.5","102.52","102.13","100.64","97.5","96.55","97.19","98.44","97.59","97.48","98.34","99.14","100.54","100.87","101.78","104.04","104.82","107.61","107.82","106.67","104.25","101.73","101.99","103.44","101.5","102.6","101.95","102.36","101.77","102.74","104.98","104.12","104.65","103.93","105.01","105.86","107.07","106.57","105.53","106.68","105.57","105.75","106.33","105.76","105.59","105.73",
